Каталог|Саженцы декоративных кустарников;Лапчатка Сансет;Лапчатка Сансет;174;https://klubsadprof.ru/upload/iblock/071/7bpzgloyi9tk8oebk0qoz2eox4n1w6su.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лапчатка Сансет - Почвопокровный кустарник, h=40 см, шир. 80 см, цветёт всё лето до заморозков, цветки диаметром 3 см, пылающие оранжево-жёлтые, на солнце выгорают до золотистых с полосами красного цвета и быстро отцветают, в тени цветки однородного красного тона, почва влажная, зона 3 (до -34°С).					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Лапчатка Голдстар;Лапчатка Голдстар;233;https://klubsadprof.ru/upload/iblock/6eb/27sa4xdd6hojub8f2xbbmvsprew9ryx4.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Лапчатка Голдстар многолетний кустарник, долгоцветущая древесная порода. Стебли метровой длины плотно унизаны перистыми листьями. В июне на растении появляются яркие желтые цветы пятилепестковые, размером 5 см. Цветет лапчатка до наступления холодов. Как использовать лапчатку Голдстар в саду Культура обладает широкими возможностями. Это: привлекательное одиночное растение; отличная живая изгородь; идеально ровный бордюр у дорожки; пышный подлесок в тени деревьев.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Рододендрон Роза Вольке;Рододендрон Роза Вольке;470;https://klubsadprof.ru/upload/iblock/15f/7uxzwdlm5bi8h1dnq29sdd6tbocskpcg/rododendron_roza_volgke.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Саженцы рододендрона якушиманского Роза Вольке ― одни из самых эффектных представителей сортовой серии, которые к тому же отличаются отличной морозостойкостью и обильным цветением. Взрослое вечнозеленое растение в высоту не превышает 1,2 метра, а в ширину может разрастаться до двух метров. Растет относительно медленно, с ежегодным приростом около 10 сантиметров. Кустарник обильно покрыт кожистыми изумрудными листьями. Цветение начинается в мае. Роза Вольке примечательна своими махровыми нежно-розовыми цветками, лепестки украшает ярко-красная кайма. В одном соцветии может быть от 6 до 15 цветков.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Пираканта Солейл Дор;Пираканта Солейл Дор;274;https://klubsadprof.ru/upload/iblock/8dd/tubnfvqcctluingmuz5bhvloyrq5tnu6/639.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Пираканта ""Soleil d'Or"" – широко разрастающийся, прямой кустарник с декоративными колючими побегами. Вырастает до 1.5м. Листья зеленые зимой, блестящие, в холодные зимы засыхают. Цветки белые, появляются в мае. Ягоды округлые, размером с горошину, ярко-желтые. Предпочитае солнечные или частично затененные защищенные места. К почвам неприхотлив. Морозостойка. Но все же молодые растения могут подмерзать. Их следует укрывать от сквозняков и зимнего солнца. Лучше плодоносит на солнечном месте, но может расти и в тени. Пираканту широко используют в качестве растения для живой изгороди, ведь кустарник всегда хорошо выглядят и обеспечивает защиту сада от нежелательных гостей.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Пузыреплодник калинолистный Диаболо;Пузыреплодник калинолистный Диаболо;376;https://klubsadprof.ru/upload/iblock/141/787nq8oudy169myxt4hcaji0rhefrwou/puzyreplodnik_kalinolistnyi_diabolo.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Раскидистый кустарник высотой до 3 метров и диаметром до 2,5 м с вертикально-растущими побегами. Кора на старых ветках отслаивается полосками. Листья темно-пурпурные, равномерно окрашенные, 3-5 лопастные с более крупной вытянутой средней долей, крупнозубчатые по краю. Осенью окраска практически не меняется, только становится чуть светлее. Бутоны розовые, цветки мелкие, розовато-белые, собраны в плотные щитковидные соцветия, появляются в начале июня, декоративно смотрятся на фоне темно-пурпурной листвы. Плоды — сборные вздутые листовки яркого малинового цвета.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Клематис Краковяк;Клематис Краковяк;425;https://klubsadprof.ru/upload/iblock/f48/x3fhpjljxj6ta8wyw4t0el8r04mydp1h/klematis_krakovyak.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Клематис «Краковяк» - очаровательный польский сорт вьющихся лиан с очень красивыми ярко-розовыми цветами. Растение поражает грациозностью побегов, плотно осыпанных зеленой листвой. Цветение обильное и длительное – наслаждаться прелестью нежных лепестков можно в течение всего лета. Культура малотребовательна в уходе, устойчива к болезням и вредителям.Для данного клематиса можно выбрать любое место в саду. Он отлично растет на западных, восточных и северных участках. К почвам особых требований лиана не выдвигает – может расти в любой обработанной садовой земле.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Барбарис Тунберга Руби Стар;Барбарис Тунберга Руби Стар;577;https://klubsadprof.ru/upload/iblock/986/lggjbleuibut4ss50cifkcefqzw0zd50/barbaris_tunberga_rubi_star.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Барбарис тунберга Руби Стар (Rubi Star) относится к семейству карликовых барбарисов. Цвести начинает в мае. Сорт выделяется очень контрастным и ярким окрасом красного цвета, который сохраняется до поздней осени.Цветки одиночные или собраны в соцветия, внутри желтые снаружи красные, расположены по всему побегу.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Гортензия метельчатая Конфетти;Гортензия метельчатая Конфетти;495;https://klubsadprof.ru/upload/iblock/059/a901502yfrhvw4wzg8tqdgqnryk83cn6/gortenziya_metelgchataya_konfetti.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Гортензия Конфетти - метельчатая. Высота кустарника до 1,2 м, ширина 0,75 м. Соцветия стерильные и фертильные, крупные. Окраска соцветия кремово- белая, затем окрашивается в нежно-розовую.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Клематис Протеус;Клематис Протеус;484;https://klubsadprof.ru/upload/iblock/134/9wtlf0rvodbh7jjzsy0zytg89tz12n3x/klematis_proteus.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Клематис гибридный Proteus (Протеус) умереннорастущий, вьющийся сорт с махровыми розово-лиловыми цветками, количество которых на одном побеге может достигать сотни, высотой до 2,5 м. Цепляется за опоры усами. У клематиса Протеус листва густая зеленая. Бутоны располагаются по всей длине лианы. Цветки на побегах этого года летом одиночные, обильные на прошлогодних побегах. Густомахровый цветок этого сорта клематиса в диаметре достигает 14-18 см. Чашелистики объёмные у основания, сильно текстурированные ближе к центру, становятся тоньше к концу, концы заостряются и сильно волнятся. Пыльники ярко-жёлтого цвета. Цветёт клематис Протеус практически непрерывно с мая по август, Цветение обильное и продолжительное, с мая по август.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Кортадерия розовая;Кортадерия розовая;408;https://klubsadprof.ru/upload/iblock/5d1/l4z603lhem3w8vb54brnd02gsdityyj0.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Сравнительно недавно Розовая кортадерия стала подниматься в рейтинге популярности среди декоративных злаковых растений. Крупное травянистое растение используют при озеленении садовых участков и парков. Декоративный солитер прекрасно смотрится на фоне зеленых газонов, благодаря своей пышной шапке из розовых султанов. 					</div>
<div class=""product-description-title"">Уход и посадка </div>
<div class=""product-description-text"">
							Cortaderia Rozowa или пампасная трава, способна акклиматизироваться к условиям любого региона. Засушливость и влажность почвы ей совершенно не страшны, но при соблюдении условий выращивания растение образует пышный куст с длинными метелками розового цвета. Розовая пампасная трава сильно разрастается, поэтому требуется ограничивать рост культуры. В противном случае она займет все свободное пространство. Кортадерия совершенно неприхотлива, единственное чего она опасается слишком затененные участки и холод. Использование в дизайне сада Пампасная трава растение не для маленьких участков. Вся красота высокорослой культуры раскрывается в просторных местах. Кортадерию рекомендуется использовать вблизи водоемов, на газонах в качестве солитера и при создании вертикальных композиций.						</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Барбарис Тунберга Голдалита;Барбарис Тунберга Голдалита;233;https://klubsadprof.ru/upload/iblock/868/74no466sh2c24mngbuq4wm8d4uh8c0dg.png;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Низкая Голдалита с ровной кроной, состоящей из мелких плотных листочков лимонного оттенка, один из самых красивых сортов Барбариса Тунберга. Весной на кусте появляются мелкие красные цветочки, собранные в небольшие кисти. Из них вызревают плоды более насыщенного красного цвета, вносящие разнообразие в равномерную окраску растения.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Гортензия крупнолистная Розита;Гортензия крупнолистная Розита;320;https://klubsadprof.ru/upload/iblock/b32/rcgrriezv3kil1bjocq6lw5q6evd0b9s/gortenziya_krupnolistnaya_rozita.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Саженцы гортензии крупнолистной Розита (Rosita) не оставят равнодушным любого садовника. При правильном уходе растёт быстро, достигая 150 см в высоту. Любит влагу и не переносит извести. Листья ярко зелёные с объёмными шаровидными соцветиями до 25 см в диаметре. Насыщенное розовое цветение гортензии Rosita длится с июля по сентябрь. Для сохранения требует укрытия на зиму. Хорошо переносит солнце и полутень. Требовательна к составу почвы, не переносит извести. Одинаково эффектно смотрится в одиночной и групповой посадке. Выбирая крупномер, можно быстро решить задачу оформления беседки или веранды.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Жасмин садовый Шнеештурм;Жасмин садовый Шнеештурм;288;https://klubsadprof.ru/upload/iblock/9f0/z1nvpha62y8mhuev24t1f6h9o5htb4ys/zhasmin_sadovyy_shneeshturm.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Чубушник венечный Шнеештурм (Schneesturm) представляет собой мощный, высокий – до 2,5 — 3 метров — листопадный кустарник с тонкими плакучими ветвями, которые спадают с внешней стороны кроны. Куст с множеством стволов и плотной, овальной кроной по своей форме напоминает фонтан. Растет он очень быстро, с ежегодным приростом в 45 — 50 см в высоту и 20 — 25 см — в ширину. Насыщенная, темно-зеленая листва садового жасмина к осени выгорает и приобретает желтую окраску. Листья 7 — 9 см длиной имеют простую, заостренно-овальную форму.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Лапчатка Пинк Квин;Лапчатка Пинк Квин;262;https://klubsadprof.ru/upload/iblock/68c/fsku5vp70ge5dwc80x3dug9x1bsm6lmy/lapchatka_pink_kvin.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Листопадный декоративный кустарник,  также известный как курильский чай. Формирует компактный куст высотой до 1 метра, крона шарообразная. Густоветвистый, обильноцветущий. Цветение начинается с июня и продолжается до октября. В это время на кустах появляются одиночные цветы диаметром до 4 см с блестящими лепестками. Сорт Пинк Квин считается самым красивым среди розовоцветущих лапчаток.Совершенно неприхотлив, засухоустойчив. Идеально подходит начинающим и забывчивым садоводам. Страшно полезен. Выдающаяся морозостойкость. Зацветает на первый год.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Саженцы декоративных кустарников;Пассифлора Уайт Блю;Пассифлора Уайт Блю;274;https://klubsadprof.ru/upload/iblock/559/yiqmvdpcfkaojjv7e8b60s5soiucttn0/passiflora_uait_blyu.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Во всем мире не сыскать других цветов, которые хоть чуточку были похожи на пассифлору Уайт Блю. Оригинальное вьющееся растение с неповторимыми сложными цветками, за внешнее сходство получило второе название – кавалерийская звезда. На ложе из широко раскрытых лепестков, как на ладони лежит «корона» из разноцветных нитей, а в центре возвышается крестообразная конструкция из тычинок и пестиков.					</div>
<section class=""slider-info"">
</section>
</div>";
